"","logFC","AveExpr","t","P.Value","adj.P.Val","B","X","UNIPROT"
"Q9ULV4",1.77550044674868,22.9325819321298,3.02009306350069,0.0249029901794567,0.0569023469535871,-4.18434022306673,"Q9ULV4","Q9ULV4"
"P84090",-1.30922244249064,22.0905773370791,-3.01339415276082,0.0251121340494793,0.0572292318074975,-4.19340015573353,"P84090","P84090"
"P00492",1.2058263702948,21.7171111527477,2.94620307497207,0.0273194517457666,0.0620778629196218,-4.28453564255235,"P00492","P00492"
"P50151",-1.01029661666015,21.3402115380917,-2.94435523375918,0.0273830757913343,0.0620778629196218,-4.28704857348631,"P50151","P50151"
"P23526",0.684657363582211,23.9900708082254,2.94125255343839,0.0274902697836503,0.0621581556988019,-4.29126876818269,"P23526","P23526"
"Q9UKK9",0.876614329195597,22.5473370670188,2.9222790337738,0.0281558210678384,0.0634972423040314,-4.31709700466831,"Q9UKK9","Q9UKK9"
"P31946",0.453302148034005,26.89343271276,2.90116885544675,0.0289170276359237,0.0650445348901557,-4.34587532596494,"P31946","P31946"
"O00303",1.7909621332906,22.9347968212537,2.86578760894281,0.0302435523867988,0.067852114940331,-4.39420362556312,"O00303","O00303"
"P30086",-0.443524116835388,25.2591927495802,-2.85466977861775,0.0306739378344896,0.0686398712265322,-4.40941366472672,"P30086","P30086"
"Q15149;P58107",-0.404093808889382,24.8593513155617,-2.83636678947472,0.0313970325809175,0.0700768819976148,-4.43447766586073,"Q15149;P58107","Q15149"
"Q14103",-2.66041495386855,24.1346300790974,-2.82386055617538,0.0319017477484098,0.0710203433165112,-4.45162052917641,"Q14103","Q14103"
"O43795",-2.45770203587183,23.2007469064638,-2.81640377797736,0.0322068655440351,0.0715157578490625,-4.46184827859995,"O43795","O43795"
"P68431",3.43232626918039,22.5817056234858,2.81359614723513,0.0323225675885332,0.0715891138917385,-4.46570046213211,"P68431","P68431"
"A8MQ03",-1.78012614062306,21.916772399775,-2.78398562750422,0.0335706189656127,0.0741636633270933,-4.50636722075468,"A8MQ03","A8MQ03"
"P27701",-0.743675747702362,26.1769414884094,-2.77972246226278,0.033754564355851,0.0741999670758264,-4.51222808627282,"P27701","P27701"
"Q16658",-0.889714562494071,22.4183467041993,-2.77963349734841,0.0337584145818425,0.0741999670758264,-4.51235040789762,"Q16658","Q16658"
"O60664",0.852948064700339,23.0431802844075,2.71922847560478,0.0364856101910279,0.0799912365200764,-4.59554390134076,"O60664","O60664"
"P08754",-0.457238081112997,25.0029729163072,-2.70181973659569,0.0373150734672112,0.0816031657136487,-4.61956953728103,"P08754","P08754"
"P40121",-0.386905419456838,24.7642582747283,-2.69567636263835,0.0376126172741663,0.0820466663965441,-4.62805289339136,"P40121","P40121"
"P07948",-1.43418999965081,22.2644281695909,-2.68927918982114,0.0379251725325095,0.082520601540586,-4.63688939553533,"P07948","P07948"
"O15031",0.495252942588927,23.5655471368079,2.66079997270646,0.0393509555599705,0.0854083396364271,-4.67626014179069,"O15031","O15031"
"Q9NUP9;O14910",-0.525744456176877,23.5172305291026,-2.64959468482143,0.0399276521136978,0.0864433668261557,-4.69176451376229,"Q9NUP9;O14910","Q9NUP9"
"P06753",1.00430812389739,21.3915962921742,2.64382617958769,0.0402280729214815,0.086876586408985,-4.69974909871896,"P06753","P06753"
"Q01518",0.375558453419085,26.5983922279543,2.61144676808241,0.0419600548792517,0.0903915610085372,-4.74460249580139,"Q01518","Q01518"
"P35579;P35749",0.437691410362646,26.1650658641369,2.60292713035781,0.0424289485690466,0.0911323355978355,-4.75641361330111,"P35579;P35749","P35579"
"P04632;Q96L46",-0.381998613476586,24.9573699120373,-2.60138552449113,0.0425143921264729,0.0911323355978355,-4.75855119931285,"P04632;Q96L46","P04632"
"Q10567",-0.719482520783824,22.4361673112547,-2.59939977640941,0.042624724111257,0.0911432372354286,-4.76130480761492,"Q10567","Q10567"
"Q8N5I2",-2.29805456410204,23.0529001686222,-2.58582802380121,0.0433870580798441,0.0925448086136577,-4.78012975587366,"Q8N5I2","Q8N5I2"
"P26599;O95758",-0.766290933983903,24.3098605765606,-2.56591731302879,0.0445319851606033,0.0946828648384656,-4.80776292557424,"P26599;O95758","P26599"
"Q9UQN3",-1.7555962422091,21.8076156142945,-2.56461322855175,0.0446080933650046,0.0946828648384656,-4.80957342392518,"Q9UQN3","Q9UQN3"
"Q13228",-1.5172171073036,22.2316821692337,-2.5607567241835,0.0448339792456083,0.0949296479870338,-4.81492794993643,"Q13228","Q13228"
"Q03135",1.5625436371317,23.7176293178301,2.55093300745775,0.0454149227789266,0.0959251783574401,-4.82857042485762,"Q03135","Q03135"
"P17931",-2.37953447544419,21.9536682877355,-2.54069319693727,0.0460290418449342,0.0969857670017348,-4.84279490630465,"P17931","P17931"
"Q9UBQ5",-0.962097013962765,21.0389279651664,-2.53634784610963,0.0462923227742261,0.0972124326430581,-4.84883241948174,"Q9UBQ5","Q9UBQ5"
"Q14651",-1.10667322836158,22.0729944673835,-2.53521663030175,0.0463611254983637,0.0972124326430581,-4.8504042695419,"Q14651","Q14651"
"Q9ULC4;A0A3B3IRV3",1.10850964037991,21.0777619279569,2.5252769308003,0.0469703896162752,0.0982520710330782,-4.86421773333004,"Q9ULC4;A0A3B3IRV3","Q9ULC4"
"P01024",-1.00975301998984,23.2594666167238,-2.50154153882859,0.048460075504721,0.101123916595394,-4.89721719239679,"P01024","P01024"
"Q9P265;Q14689",-1.20280386889528,23.2796019302068,-2.49592057951332,0.0488201788686655,0.101408846604258,-4.90503465997312,"Q9P265;Q14689","Q9P265"
"P62753",-1.4384367528048,23.2372520179087,-2.49575517054422,0.0488308187459301,0.101408846604258,-4.9052647201446,"P62753","P62753"
"Q13753",-0.657435841196083,22.5292309582763,-2.49228615121965,0.04905453186552,0.101592585375189,-4.9100898112889,"Q13753","Q13753"
"P07741",-0.966550129633234,24.3696353117114,-2.49075040744411,0.0491539183281804,0.101592585375189,-4.91222600131989,"P07741","P07741"
"Q15084",0.782786309183177,23.5291584526668,2.48087874369479,0.0497979042082406,0.102678535819848,-4.92595884359306,"Q15084","Q15084"
"P13639;Q15029",-0.388958660716259,25.8990280974197,-2.47493227851713,0.0501901520194675,0.103241500353584,-4.9342324285514,"P13639;Q15029","P13639"
"P63104",-0.432024628229456,29.0818046341562,-2.46426074725172,0.0509023378624659,0.104458352106387,-4.94908236530436,"P63104","P63104"
"Q8NC51",0.594821070737879,22.5817668270293,2.45536186317324,0.0515044301978631,0.105444058041015,-4.96146753157298,"Q8NC51","Q8NC51"
"P22392;O60361",0.736164814726155,21.1063823002606,2.44177102763504,0.0524386088202838,0.107103384996146,-4.98038584220485,"P22392;O60361","P22392"
"P50990",0.346491030066659,24.589368009683,2.43926274588416,0.0526129738704085,0.107206671462997,-4.98387770995302,"P50990","P50990"
"P14618;P30613",-0.356122084433515,29.2406334643435,-2.43341429673414,0.0530219250447908,0.107786354668518,-4.9920199423625,"P14618;P30613","P14618"
"P05062",-0.886083148715006,21.0276702675174,-2.41563908315374,0.0542856575153605,0.110096907279396,-5.0167696667683,"P05062","P05062"
"P07910;P0DMR1;O60812;B7ZW38;B2RXH8",-0.738495349368627,23.1731111885431,-2.40559549844977,0.055013772556311,0.111312913630293,-5.03075571277276,"P07910;P0DMR1;O60812;B7ZW38;B2RXH8","P07910"
"O43493",0.705629584652815,21.1733809221205,2.39837111129411,0.0555438919836075,0.112123567500709,-5.04081648148141,"O43493","O43493"
"P00390",0.903072535322224,20.9413188784552,2.39568435265756,0.0557424194850168,0.11226264017215,-5.04455819101384,"P00390","P00390"
"O60888",2.57394801988503,24.3614182188371,2.3827125960647,0.0567115210985183,0.113949367218833,-5.06262383557913,"O60888","O60888"
"Q8IZ83",-1.20931822930332,21.6580349984679,-2.37262509356988,0.0574774356558281,0.114909719343974,-5.07667299178026,"Q8IZ83","Q8IZ83"
"P61106",0.935353617577729,23.7672415582482,2.37074486154088,0.0576213991442835,0.114909719343974,-5.07929165929853,"P61106","P61106"
"P20073",-0.52351843941701,23.2430896695425,-2.36930086318336,0.0577322198143061,0.114909719343974,-5.08130276862654,"P20073","P20073"
"Q96RS6",1.92250975272972,23.8275824125985,2.36824830557701,0.0578131407406329,0.114909719343974,-5.08276870378861,"Q96RS6","Q96RS6"
"O60884",-1.44003290868408,21.545463338443,-2.36773132320987,0.0578529302932711,0.114909719343974,-5.0834887236861,"O60884","O60884"
"P25445",-1.16940432072809,21.3174910732363,-2.35932012088033,0.058504371348377,0.115937724456967,-5.09520325695293,"P25445","P25445"
"Q9UNF0",-0.644241309340874,21.5252410368674,-2.35528421747762,0.0588196899007088,0.116296464506881,-5.10082411933895,"Q9UNF0","Q9UNF0"
"P38606",-2.43106253312479,21.7675183839036,-2.35117934407031,0.0591422343997035,0.116667824578914,-5.10654097308175,"P38606","P38606"
"Q9HBH0",-1.3014613553157,22.2503836181326,-2.33233200668218,0.0606472697828388,0.119364853708951,-5.13278831054528,"Q9HBH0","Q9HBH0"
"O00161",0.558351493943444,23.8259173915793,2.31727025588947,0.061878956714255,0.121512871915068,-5.15376131162317,"O00161","O00161"
"P31948",0.536782178550087,23.9514019825163,2.29829498426827,0.0634681883968836,0.124351699438238,-5.18017918676531,"P31948","P31948"
"P45974",-0.394298875322459,23.5795561731996,-2.29505411727311,0.0637438746141906,0.124609921932029,-5.18469057612224,"P45974","P45974"
"P25398",-0.651352133974406,24.4664041802771,-2.28760042599485,0.064382702554619,0.125575271198874,-5.19506554284156,"P25398","P25398"
"Q13404",0.359288477156671,24.3097063696391,2.27455268685761,0.0655171769071562,0.127500843149657,-5.21322399187471,"Q13404","Q13404"
"P50991",0.375851972176697,25.1571472388058,2.27014836804303,0.0659048326243376,0.127967679490306,-5.2193524996626,"P50991","P50991"
"P30101",0.43375727070433,22.6379609333375,2.26141545254379,0.0666805931618779,0.129184325901983,-5.23150258614197,"P30101","P30101"
"P62070",-0.484726383569964,20.9385044619909,-2.2370398962025,0.0688968315582269,0.13318003600318,-5.26540379553697,"P62070","P62070"
"P54578",0.371011108595351,21.5696273698849,2.22292756846605,0.0702149477025717,0.135425712049949,-5.28502141181536,"P54578","P54578"
"P35222",-0.404468823525185,24.7935613776212,-2.21759982446288,0.0707193800921083,0.136095518132813,-5.2924254749112,"P35222","P35222"
"Q15691",1.96522137259461,23.6050363124034,2.20271848986418,0.0721484401748157,0.138537803085123,-5.31309983642274,"Q15691","Q15691"
"P47897",-1.3587211020821,21.517608715802,-2.18627902224038,0.0737621047396633,0.141322970585284,-5.33592678999788,"P47897","P47897"
"P57735",0.734414657408369,21.0841192315464,2.17473211894569,0.0749179074920268,0.143220547214338,-5.35195188723524,"P57735","P57735"
"Q13643",1.0717774953838,20.7778446235024,2.16762286100961,0.0756388512769944,0.144143381933521,-5.36181464941998,"Q13643","Q13643"
"P17655",0.344523525582712,24.8008021642093,2.16669443366948,0.0757335320782357,0.144143381933521,-5.36310245492331,"P17655","P17655"
"O95373",0.691019951214866,20.8055799540067,2.16054568633219,0.0763636890002089,0.145024023408291,-5.37162999905081,"O95373","O95373"
"Q15599",1.70500467383658,22.0087596798281,2.15156464537002,0.0772938936727299,0.146469391511125,-5.38408147576857,"Q15599","Q15599"
"P29279",0.728853100292721,21.1482731951062,2.14625555704031,0.0778492889357464,0.147199747201652,-5.39143971559619,"P29279","P29279"
"Q9UKS6",-0.957244804946722,21.8526374545259,-2.10436086151957,0.0823792946503785,0.155232233165442,-5.44943648247331,"Q9UKS6","Q9UKS6"
"P46781",-0.370664074477812,23.1096115729034,-2.10367282415912,0.082455920619057,0.155232233165442,-5.45038787782384,"P46781","P46781"
"P47755",0.606043594551423,21.0852203913099,2.08679427826909,0.0843588322495873,0.158470170776882,-5.47371497296598,"P47755","P47755"
"Q92945",0.838397761255717,21.2763219602668,2.07746931477638,0.0854294627110322,0.159911659056351,-5.48659232285535,"Q92945","Q92945"
"O75695",1.9410617402693,24.2116129979269,2.07589087509899,0.0856120663062507,0.159911659056351,-5.4887713247136,"O75695","O75695"
"Q9BY43",0.427898005844312,20.5659476771925,2.07530324052721,0.0856801498870054,0.159911659056351,-5.48958248510004,"Q9BY43","Q9BY43"
"P49419",-2.17449769547963,22.3692936375792,-2.07261167930863,0.0859927068745236,0.160149858394274,-5.49329747478793,"P49419","P49419"
"Q03405",1.40187970190551,23.5227580506726,2.06207752930812,0.0872272842788199,0.162100489668365,-5.50783075584669,"Q03405","Q03405"
"Q16401",0.584028725955413,21.0707938261416,2.0193867605862,0.092419454864221,0.170799347837997,-5.56661749284112,"Q16401","Q16401"
"Q15382",1.29159345621656,21.4690521074447,2.01889666018592,0.0924808634876289,0.170799347837997,-5.56729127595965,"Q15382","Q15382"
"Q7Z5G4;Q2TAP0",0.815824218975312,21.3673782805434,2.01874497526167,0.09249987775522,0.170799347837997,-5.56749980491876,"Q7Z5G4;Q2TAP0","Q7Z5G4"
"Q13813;REV__Q04637",0.483220684943696,24.9547403286487,2.01706651133577,0.092710546107132,0.170824112614418,-5.56980710560119,"Q13813;REV__Q04637","Q13813"
"Q16720",-0.978501601661709,20.8656941540633,-2.00256741019911,0.0945508735389368,0.173845130540805,-5.58972516498642,"Q16720","Q16720"
"P25786",-0.361647487007936,23.5199111363436,-1.99912480962946,0.0949932787870176,0.174288515740587,-5.59445088332408,"P25786","P25786"
"P55786;A6NEC2",-0.572793943612574,25.3218617630157,-1.9943586036511,0.0956092631001862,0.174880670574225,-5.60099124209606,"P55786;A6NEC2","P55786"
"P11940;Q9H361;Q96DU9;Q4VXU2;Q13310",0.517935421774801,21.8490710206601,1.99350582029922,0.0957199051410886,0.174880670574225,-5.60216117800368,"P11940;Q9H361;Q96DU9;Q4VXU2;Q13310","P11940"
"Q30154;P79483;P01911",0.510108015733909,21.4181611014249,1.98279232143447,0.0971210539263022,0.177067016210901,-5.6168515827751,"Q30154;P79483;P01911","Q30154"
"P18124",-1.08618727408422,23.4669831017967,-1.97816676360806,0.0977324323981011,0.177673859712496,-5.62318981686284,"P18124","P18124"
"P60174",-0.296985561803826,27.3448936874066,-1.97717339735227,0.0978642391257051,0.177673859712496,-5.62455064208643,"P60174","P60174"
"P61088;Q5JXB2",1.00647390740892,25.6819186125714,1.95890467095076,0.10032071460389,0.181752591730059,-5.64955467958489,"P61088;Q5JXB2","P61088"
"P62826",0.501775249638168,25.1485520587798,1.95567488015462,0.100761468949556,0.181866091758819,-5.65397068072177,"P62826","P62826"
"P16989",-0.424408667345666,22.5003457754141,-1.95536853314949,0.100803376494496,0.181866091758819,-5.65438946773623,"P16989","P16989"
"P30050",-0.49575703806914,23.8748261017784,-1.92595394374572,0.104910545384,0.188882603539592,-5.69453974990049,"P30050","P30050"
"Q9C0B5;Q9ULC8",-0.355973300404926,22.8937268667113,-1.91444757543479,0.106562849443612,0.19145939339869,-5.71021179205155,"Q9C0B5;Q9ULC8","Q9C0B5"
"P62879",0.316466772601391,26.5717279461506,1.91049478488053,0.107136505712562,0.192091540263103,-5.71559102992326,"P62879","P62879"
"P33176;O60282;Q12840",0.271254189449404,22.7165167319036,1.8988328368315,0.108847170156695,0.194755473875408,-5.73144741361169,"P33176;O60282;Q12840","P33176"
"P05198",1.35029239585036,23.2399142536167,1.89322525635156,0.109679499231567,0.195840095535128,-5.73906426175129,"P05198","P05198"
"Q9NP97;Q8TF09",1.37354706178136,22.8673768156176,1.88325663288779,0.111174971740013,0.197732531343065,-5.75259227924438,"Q9NP97;Q8TF09","Q9NP97"
"P62913",1.49501389832107,24.4767498725057,1.88272234366786,0.111255700902055,0.197732531343065,-5.7533168837242,"P62913","P62913"
"O95164",0.767374598498545,21.7471769123708,1.88160752014962,0.11142433636884,0.197732531343065,-5.7548286588271,"O95164","O95164"
"P84077;P61204",-0.402048741349148,26.4041878915668,-1.87051958401004,0.113115603093493,0.199740744985599,-5.76985336168393,"P84077;P61204","P84077"
"Q7L1Q6",2.14199294703214,23.8634007497124,1.87043962837494,0.113127891981439,0.199740744985599,-5.76996163030138,"Q7L1Q6","Q7L1Q6"
"P51149",0.297997833210797,25.0115296711097,1.86854846043341,0.113418948246367,0.199740744985599,-5.77252215957078,"P51149","P51149"
"P15121",1.52656787874018,21.6572233725157,1.8681616257843,0.113478575673112,0.199740744985599,-5.77304583551896,"P15121","P15121"
"P61247",1.20085207577349,21.2518352055517,1.86654044316411,0.113728809897266,0.199775150854021,-5.77524022652991,"P61247","P61247"
"Q12905",-0.573925101568506,21.5183755218971,-1.85947747498018,0.114825468431134,0.201293230083728,-5.78479518345663,"Q12905","Q12905"
"P10321",0.724112314747334,21.1929568801677,1.85214128615217,0.115975764172845,0.20289901368421,-5.79471051652448,"P10321","P10321"
"P62244",0.470223193696043,20.7392349868169,1.84122879714052,0.117708175888569,0.20551467806351,-5.80944165137226,"P62244","P62244"
"Q9UNH7",0.455677904889452,21.0723850951327,1.8389541162759,0.118072537442143,0.205736051156731,-5.81250959234195,"Q9UNH7","Q9UNH7"
"P06454",1.03225187248307,24.0350756462351,1.83604580054962,0.118540036718667,0.206135887145313,-5.81643075006028,"P06454","P06454"
"Q9NRX4",-0.338074780744584,24.7667590558082,-1.82028558517145,0.121105731187562,0.210175477371601,-5.83765200591481,"Q9NRX4","Q9NRX4"
"Q9NUQ9",0.290627850410068,23.4810033272307,1.81709370699435,0.121632056523831,0.210666721899275,-5.84194412667338,"Q9NUQ9","Q9NUQ9"
"P31939",0.448316803359695,20.8466347500946,1.81417703341351,0.122114993140199,0.210896570971856,-5.84586445081693,"P31939","P31939"
"P54652",-0.454695232590478,21.0260041496481,-1.81335274353883,0.122251822895926,0.210896570971856,-5.84697208453149,"P54652","P54652"
"O75915",0.574844492696837,21.3154397042637,1.80558358616093,0.123548997734186,0.212710600472773,-5.85740526192877,"O75915","O75915"
"Q13630",-1.17717377482013,21.6344514217738,-1.79850813321414,0.124742248544971,0.214338863571318,-5.86689639759063,"Q13630","Q13630"
"P00338;Q6ZMR3;P07864",0.451722644559009,28.1891493932829,1.79015122680246,0.126166359873934,0.216356569605598,-5.87809341060722,"P00338;Q6ZMR3;P07864","P00338"
"P62330",1.86148162299515,23.7957058887081,1.77943923908437,0.128015406245798,0.219093560887078,-5.89242473629429,"P62330","P62330"
"P19105;O14950;P24844",0.292787938641734,24.2064844155024,1.77517326785082,0.128759227046792,0.21993193416671,-5.89812535006356,"P19105;O14950;P24844","P19105"
"P20810",0.559820858459517,21.1828185613337,1.77113201150531,0.129467810853811,0.220706937400394,-5.90352208941524,"P20810","P20810"
"P62491",0.506447602845789,21.2558632654004,1.76699434816084,0.130197294275856,0.22151445352238,-5.90904392115631,"P62491","P62491"
"P17980",0.450129288598689,21.8843989966651,1.76460264807945,0.13062081029357,0.221799258263199,-5.91223401647201,"P17980","P17980"
"P55209",1.62094958832344,21.6481030502121,1.76287208453974,0.130928102550457,0.221885982013103,-5.91454149489091,"P55209","P55209"
"Q9NZT2",0.74612395382881,21.2769538639451,1.74035299628676,0.134992403393645,0.228326994802532,-5.94450682133306,"Q9NZT2","Q9NZT2"
"P36543",-1.13772172052109,21.8097619740188,-1.72557748371319,0.137726371445726,0.232239965488801,-5.96410483476338,"P36543","P36543"
"P42685",-0.833517562982866,21.2870352848453,-1.72495789940973,0.137842196606517,0.232239965488801,-5.96492551776084,"P42685","P42685"
"O00154",0.734516547973271,20.6957226383404,1.72312848743217,0.138184745561811,0.232365028459279,-5.96734816821412,"O00154","O00154"
"Q96C19",1.0969454047148,22.1476630061093,1.7151724149185,0.139684226886934,0.234431280007916,-5.97787486758766,"Q96C19","Q96C19"
"P29992;O95837;P19086;Q03113",1.03396529271414,24.5775787571645,1.70870132218291,0.140915590752744,0.235988097217771,-5.98642544203508,"P29992;O95837;P19086;Q03113","P29992"
"P0DP25;P0DP24;P0DP23;P02585",-0.34421792054308,30.0039438435179,-1.70743993067641,0.14115685260832,0.235988097217771,-5.98809098284922,"P0DP25;P0DP24;P0DP23;P02585","P0DP25"
"P05386",-1.68791899912202,22.6441725981133,-1.69121130932363,0.144297129408283,0.240773244831547,-6.00948380642349,"P05386","P05386"
"Q9UIV8",-0.743411835724217,20.9205975564939,-1.68714783885825,0.145094048052271,0.241637395410128,-6.01482988975078,"Q9UIV8","Q9UIV8"
"Q96RT1;Q96NW7",0.561369446483344,25.0376754910445,1.68488016469082,0.14554064534465,0.241915928730262,-6.01781149644512,"Q96RT1;Q96NW7","Q96RT1"
"Q00688",0.481551577644698,21.2962351579015,1.67810065437301,0.146883818524033,0.243680817704622,-6.02671744296475,"Q00688","Q00688"
"Q15365",0.393196895706922,24.9580957158512,1.67603183005602,0.147296100146687,0.24389755779547,-6.0294327741164,"Q15365","Q15365"
"P61225;P10114",0.312802474256632,24.5326979506012,1.66166787643368,0.150189821882084,0.248214476621917,-6.04825412607163,"P61225;P10114","P61225"
"P22314",0.252869759705177,24.9239586709122,1.65236819704799,0.152092703618056,0.250859269501064,-6.060409960018,"P22314","P22314"
"Q9NRY6",-1.13409346529012,21.9224634769208,-1.65102493222707,0.152369487017967,0.250859269501064,-6.06216381237616,"Q9NRY6","Q9NRY6"
"P27797",1.20043430973445,22.0941761536792,1.62680163063203,0.157445324361259,0.258724195250191,-6.09370442214153,"P27797","P27797"
"P52597",0.888010580450608,21.3380307128255,1.60421469355293,0.162325178352029,0.266036334237854,-6.12296146096733,"P52597","P52597"
"P62899",-1.18919037603372,21.6941730673389,-1.60337445117854,0.162509492854301,0.266036334237854,-6.12404690190804,"P62899","P62899"
"O14579",-0.793437290059593,21.8777167613517,-1.60115548396806,0.162997210897493,0.266331291768356,-6.12691237864508,"O14579","O14579"
"P63010",0.377506398020088,25.0307120180446,1.59693120843473,0.16392957792186,0.267350309755802,-6.13236328658714,"P63010","P63010"
"Q7L5D6",0.681767328876244,21.0992962707967,1.59154766781087,0.165125241152562,0.268794095560373,-6.13930216748445,"Q7L5D6","Q7L5D6"
"P09543",-0.350463214378234,24.7268226767104,-1.57812725102339,0.168142394913176,0.273191958714466,-6.1565606702941,"P09543","P09543"
"P62906",-1.36091547323285,23.1231965503879,-1.57314325436403,0.169276277546652,0.274025313770768,-6.16295559545613,"P62906","P62906"
"P13928",-2.55412831070624,22.3012833020754,-1.57309121285833,0.169288155735982,0.274025313770768,-6.1630223277804,"P13928","P13928"
"Q86VR2",-0.684636542656733,20.3811123165419,-1.56297591827406,0.171612104867485,0.276911849686878,-6.17597656108971,"Q86VR2","Q86VR2"
"P05387",-0.287903280627848,24.6919995005574,-1.56254868527526,0.171710927577198,0.276911849686878,-6.17652297281472,"P05387","P05387"
"O00622",1.5267943382575,22.3674010589371,1.55525506628184,0.173406403207919,0.279126292152523,-6.18584198975959,"O00622","O00622"
"Q9Y6E0",-1.92797405115201,23.2217213997778,-1.5524098647907,0.174072116727167,0.279678020567211,-6.18947255009018,"Q9Y6E0","Q9Y6E0"
"P05814",-2.66663482848972,24.0958033538764,-1.54196948573802,0.176535838557307,0.283111178130792,-6.20277172482901,"P05814","P05814"
"P62834",0.378191352784238,25.444352738265,1.53921992667514,0.177190175892853,0.28363529080076,-6.20626808751353,"P62834","P62834"
"Q92616",0.414945580886087,23.9723738348138,1.52399065681536,0.180856315656944,0.288969685164046,-6.22558707721827,"Q92616","Q92616"
"P62829",0.449060880494674,23.9576519472773,1.51885736230075,0.182108169962303,0.290434024286104,-6.23208082971733,"P62829","P62829"
"Q9HB71",0.321647541099743,23.2477131304718,1.51304156793073,0.183536369380431,0.292173705668113,-6.23942680142627,"Q9HB71","Q9HB71"
"Q99584",0.621286842874117,25.8600776940046,1.51159073374131,0.18389430091063,0.292206357043313,-6.24125749987601,"Q99584","Q99584"
"Q7KZF4",0.229448444918482,22.1798531413314,1.50470443916848,0.185602208762667,0.294380060052143,-6.24993658433638,"Q7KZF4","Q7KZF4"
"P14314",0.64474900881083,21.6637862195994,1.48982247459527,0.189344382831766,0.299766426932924,-6.2686345790355,"P14314","P14314"
"P29692",1.53247206158304,24.2825233485005,1.48798567380199,0.189811151537975,0.299957038744319,-6.27093676726375,"P29692","P29692"
"P22528",-1.17541956664249,21.5681016237638,-1.48651200677604,0.190186422289304,0.30000262605198,-6.27278291587437,"P22528","P22528"
"P48643",1.55903835712994,23.715122475446,1.48251656001694,0.191207376602716,0.300706823659342,-6.27778420143323,"P48643","P48643"
"Q92598;O95757",0.931593440865807,21.448036433115,1.48204848090963,0.191327320827133,0.300706823659342,-6.27836972985178,"Q92598;O95757","Q92598"
"P40227;Q92526",0.264028658538876,24.5822956079671,1.47926684637117,0.192041566553311,0.301282602599941,-6.28184764094207,"P40227;Q92526","P40227"
"Q15435",0.575441594980983,20.5920036968523,1.47226947634395,0.193849368489083,0.303568812136611,-6.29058371387241,"Q15435","Q15435"
"P10412",-0.487047325995526,21.2730008014876,-1.46130252613181,0.196714822294518,0.307500065175185,-6.30423839532898,"P10412","P10412"
"P60981",0.330253118921082,26.7604994367842,1.45881653455168,0.19736984732535,0.307968086096852,-6.30732723643433,"P60981","P60981"
"P61981",-0.219169225647537,26.220260170745,-1.45479426596977,0.198433975860941,0.309071624272617,-6.31231983876499,"P61981","P61981"
"Q92817",-0.419775657855876,22.2044179075944,-1.44377991366653,0.201375376002896,0.313089902367159,-6.32595898417652,"Q92817","Q92817"
"P63208",-0.580951969785012,22.517901229849,-1.43444137758636,0.203900987520061,0.315129074224031,-6.3374853973106,"P63208","P63208"
"O15511",-0.549641408268869,24.907841498832,-1.43398350254174,0.204025573905319,0.315129074224031,-6.33804964956638,"O15511","O15511"
"P46776",-1.40501773237793,23.9269035841379,-1.43379654359768,0.204076465179643,0.315129074224031,-6.33828002011074,"P46776","P46776"
"P40123",-0.831012917623042,21.069822991183,-1.43355399251732,0.204142506512334,0.315129074224031,-6.33857887028066,"P40123","P40123"
"P11142",0.215521444159453,27.5022502245642,1.41598747757223,0.208978522939041,0.322020286237028,-6.36015936802124,"P11142","P11142"
"P05141",0.411540154439518,21.1984759030437,1.40066092980578,0.213284207332419,0.326805506179606,-6.37888412243668,"P05141","P05141"
"P40925",-0.224811646950126,24.4654472835804,-1.39990555587882,0.213498515334345,0.326805506179606,-6.37980443080388,"P40925","P40925"
"P41250",0.641107605707777,23.5903376119017,1.3988598215104,0.213795529210399,0.326805506179606,-6.38107810091841,"P41250","P41250"
"Q9Y2J8",0.239017763823917,21.2224450604383,1.39851406309836,0.213893816648847,0.326805506179606,-6.38149912144742,"Q9Y2J8","Q9Y2J8"
"P48163",-0.824436446319496,21.8714103135625,-1.39824331361482,0.213970810627987,0.326805506179606,-6.38182877029417,"P48163","P48163"
"P49755",0.563838172697405,21.0630027265892,1.38863173558503,0.21672066625833,0.3304227059502,-6.39351104057095,"P49755","P49755"
"Q96KP4",-0.501520358275922,25.1215200947298,-1.37357544621481,0.221093533227285,0.336497363400402,-6.41173093664019,"Q96KP4","Q96KP4"
"O14737",0.559500621084474,21.5329167441465,1.3691268084987,0.222400951938099,0.337788869491671,-6.41709533868337,"O14737","O14737"
"Q96FZ5",1.04745586465672,21.9150836739874,1.36697668808733,0.22303538531929,0.337788869491671,-6.41968493145515,"Q96FZ5","Q96FZ5"
"P43034",-0.913790906366948,23.0215623539384,-1.36671647314686,0.223112278694268,0.337788869491671,-6.41999819376155,"P43034","P43034"
"P05388;Q8NHW5",1.21482155727037,24.6093545776089,1.35698757232632,0.226004587922458,0.341570633753663,-6.43168874902062,"P05388;Q8NHW5","P05388"
"O94907",0.444539040415453,20.970068751444,1.34585003677009,0.229357583322084,0.346034263339591,-6.44501959726542,"O94907","O94907"
"P62993",0.34384955984094,20.993169021555,1.33670665036066,0.232143951760301,0.349628977781601,-6.45592120293114,"P62993","P62993"
"P35611",-0.623304457699852,21.56745894765,-1.33279995021443,0.233343816418178,0.35029027606079,-6.46056735124003,"P35611","P35611"
